Record_ID,Date,Area_ID,Population,Population_Density,Household_Size,Per_Capita_Income,Urban_Rural_Type,Temperature_C,Rainfall_mm,Humidity_percent,Season,Day_Type,Festival_Event,Water_Demand,Past_Waste_t1_tons,Past_Waste_t7_tons,Past_Waste_t30_tons,Organic_Waste_percent,Plastic_Waste_percent,Paper_Waste_percent,Other_Waste_percent,Collection_Frequency_per_week,Vehicle_ID,Vehicle_Capacity_kg,Current_Load_kg,Fuel_Consumption_km_per_l,Vehicle_Location_Lat,Vehicle_Location_Long,Traffic_Congestion_Level,Road_ID,Distance_km,Travel_Time_min,Road_Type,Road_Condition,One_Way_Flag,Toll_Road,Recycling_Rate_percent,Disaster_Event,Waste_Generated_tons,,,
6232,27-10-2024,58,186607,7161.649088,6,396490,Urban,29.3,29,86.5,Summer,Weekend,None,24858.4,293.44,2261.55,928.12,47.1,13,13.1,9.2,3,13,2000,2079.5,3.42,31.678273,83.107799,High,496,52.73,70.1,Highway,Good,1,0,8.3,None,373.21,,,
6233,23-06-2024,93,493877,21591.16707,5,328241,Urban,36.2,68.8,40.5,Winter,Weekday,National_Festival,69918.39,369.36,2532.38,11788.4,50.2,11.6,6.7,9.8,6,25,3000,2583.1,3.77,29.93204,88.574497,Medium,90,51.37,25.3,Highway,Good,0,0,26.3,None,987.75,,,
6234,14-11-2024,86,271140,16390.4643,6,377003,Rural,17,73.4,79.7,Monsoon,Weekday,Local_Festival,36735.67,267.65,890.22,4244.36,63.5,21.9,14.3,11.4,5,22,2000,5308.7,2.24,34.22827,70.358559,Medium,189,4.74,81.1,Main_Road,Good,1,1,20.1,None,542.28,,,
6235,16-03-2024,50,136086,20051.41246,2,102398,Urban,20.9,111.2,68.1,Summer,Weekend,Local_Festival,17940.61,419.13,1808.07,5837.85,55.6,11.8,16.5,5.5,5,16,3000,5961.5,3.37,26.309101,93.689219,Low,92,37.77,56.3,Residential,Average,1,0,39.4,Heatwave,272.17,,,
6236,23-04-2024,79,478647,14023.18973,5,399575,Urban,27.2,53.1,65.1,Summer,Weekday,None,67556.79,53.4,3213.2,12434.52,43.7,29.3,14.1,13.8,6,17,5000,3239.1,4.93,11.442313,78.60624,Medium,360,21.83,29.9,Main_Road,Poor,1,1,15.6,None,957.29,,,
6237,20-04-2024,10,268818,4710.727645,3,430308,Urban,33.5,43.8,77.4,Summer,Weekday,None,36407.65,362.74,1735.57,8666.94,42.2,22.1,16,7.6,6,16,8000,1750.3,2.88,29.367814,72.199122,Low,355,21.63,143.5,Residential,Average,0,0,51.5,None,537.64,,,
6238,05-09-2024,21,436083,24496.22952,5,480167,Rural,19.3,253.2,47.7,Monsoon,Weekend,None,61060.04,384.95,798.44,10512.25,48.9,12.7,15.9,13.1,2,42,2000,3675.7,3.51,21.433033,78.749126,Medium,79,11.53,99.5,Main_Road,Good,0,1,49.5,None,872.17,,,
6239,21-07-2024,29,483753,4977.099411,3,208325,Urban,26.4,74.9,34.8,Summer,Weekend,Local_Festival,68347.99,183.34,2077.6,5763.66,67.2,23.8,5.5,12.6,2,23,8000,5137.1,5,30.634274,69.671795,Medium,188,17.91,75.1,Residential,Average,1,0,47.9,None,967.51,,,
6240,26-05-2024,96,62251,22825.41678,3,154215,Urban,22.8,168.5,62.6,Monsoon,Weekday,None,8084.2,47.28,555.84,14841.32,64.8,12,11.5,12.2,3,14,2000,2660.7,2.95,23.819395,84.306533,Low,227,29.09,60.1,Residential,Good,0,0,24,Heatwave,124.5,,,
6241,04-02-2024,10,191781,5599.396828,6,260572,Rural,34.4,59.8,49.6,Summer,Weekday,National_Festival,25575.09,328.38,2359.12,6521.1,46.2,26.6,12.7,13.4,2,18,5000,7140.1,5.46,12.426364,86.940244,Low,352,51.04,26.9,Highway,Average,1,0,31.6,None,383.56,,,
6242,04-11-2024,13,387306,9656.861323,2,390592,Urban,42.6,147.5,46.7,Summer,Weekday,None,53720,155.53,1614.33,12572.3,42.3,21.9,9.3,14.9,2,37,3000,1551.8,3.4,15.592747,93.960344,Medium,173,26.97,157.8,Residential,Average,0,0,49.2,Flood,774.61,,,
6243,26-01-2024,47,153936,11282.04439,3,244446,Urban,20,83,94.9,Winter,Weekend,National_Festival,20374.25,293.91,1161.47,4886.44,58.6,18.3,13.5,6.1,5,38,8000,2305.4,5.14,26.93645,83.95229,Medium,129,50.09,128.9,Main_Road,Good,1,0,45.9,None,307.87,,,
6244,25-08-2024,23,293465,23073.71174,6,440392,Urban,20.7,26,42.9,Winter,Weekday,None,39946.21,441.11,867.1,11607.97,67.2,19.6,18.4,5.7,6,32,8000,839,3.53,28.323561,88.639516,Low,82,4.51,174.8,Residential,Poor,0,0,44,None,586.93,,,
6245,14-01-2024,50,160154,22260.86499,3,153512,Urban,33,294.7,45.3,Winter,Weekday,Local_Festival,21222.54,416.83,2221.04,1577.64,63,11.5,19.5,12,2,21,8000,2460.4,4.32,36.287999,79.353586,Medium,91,55.2,154.8,Residential,Average,1,0,42.3,None,320.31,,,
6246,14-02-2024,87,45131,20668.91396,6,222018,Urban,28.6,137.3,51.7,Monsoon,Weekday,None,5838.92,290.07,1436.53,14939.91,47.2,25,18.1,14.8,5,46,3000,2985.6,3.13,23.684892,81.717133,Low,251,43.44,123.9,Highway,Good,0,1,44.9,Cyclone,90.26,,,
6247,03-08-2024,95,207565,9728.541114,4,126652,Urban,36.5,117.9,62.3,Monsoon,Weekday,Local_Festival,27767.4,58.75,2941.17,12348.19,58,16.8,8.9,7.3,3,20,8000,6334.9,2.38,29.662871,79.100603,Medium,367,28.78,145.5,Highway,Good,0,1,32.8,None,415.13,,,
6248,20-08-2024,4,140282,610.0845473,2,479876,Urban,23.6,59.7,86.5,Monsoon,Weekend,None,18510.83,226.51,242.05,3794.05,43.4,14.4,18.9,9.2,2,19,3000,1401.3,5.06,29.04617,77.180473,Medium,438,24.36,95.2,Highway,Average,1,0,37.7,Heatwave,280.56,,,
6249,11-07-2024,67,250152,17198.79134,5,364075,Urban,31.3,148.6,41.5,Monsoon,Weekend,National_Festival,33752.96,364.28,1339.37,4458.99,54.2,21.5,17.3,8.6,5,37,8000,6694.1,5.77,16.002376,78.499194,Medium,478,56.87,163.3,Highway,Average,0,0,33.1,None,500.3,,,
6250,20-02-2024,85,256231,10568.36894,3,161590,Urban,26.6,190.6,70,Summer,Weekend,None,34620.24,285.67,377.38,5094.79,59.8,25.3,7.1,14.9,5,7,3000,6832.4,5.26,28.415556,85.399424,Low,56,51.4,16.8,Residential,Average,1,0,19.3,None,512.46,,,
6251,01-08-2024,53,120663,19047.92572,5,306414,Urban,23.4,91.4,54,Monsoon,Weekday,National_Festival,15855.06,168,2968.37,6020.91,58.1,12.9,18.5,8.1,5,26,5000,7295.6,3.72,8.445703,84.71815,Medium,337,27.52,37.3,Residential,Average,0,0,20.7,None,241.33,,,
6252,30-05-2024,2,462802,19973.87513,5,58646,Urban,36.9,144.1,81.8,Monsoon,Weekday,None,65112.98,157.66,1179.24,5208.33,60.9,11.7,15,11.8,4,5,3000,5242,3.07,25.368769,76.474785,High,20,28.35,36,Main_Road,Poor,1,0,29.8,None,925.6,,,
6253,01-10-2024,68,350749,11273.22337,7,364930,Urban,38.9,71.1,69.1,Winter,Weekday,Local_Festival,48259.78,340.83,2064.07,2610.22,55,24.4,17.5,12.8,5,21,2000,6115.3,3.24,36.263301,77.982649,Medium,184,36.31,99.3,Main_Road,Average,0,1,10.5,Heatwave,701.5,,,
6254,03-12-2024,65,39851,18828.51285,7,466254,Urban,24.9,158.3,81.7,Winter,Weekend,None,5150.22,317.69,2157.71,13452.91,49.8,13,12.7,9.1,2,5,5000,2944.1,5.97,30.548952,81.424052,Medium,331,58.79,100.9,Main_Road,Good,0,0,37.4,None,79.7,,,
6255,16-03-2024,79,294009,21078.46337,3,331774,Rural,33.7,236.2,85.6,Winter,Weekday,None,40025.42,298.16,2878.79,4917.26,59.7,13,19.5,6.4,6,38,5000,2072.3,5.83,27.000279,71.151867,Low,476,18.79,82.9,Residential,Average,0,0,24.8,None,588.02,,,
6256,07-08-2024,57,350750,23247.66522,3,259830,Urban,20.4,18.1,89.3,Winter,Weekday,None,48260.39,476.24,3408.48,5582.14,49.2,25.9,16.4,12,6,34,3000,1150.9,3.61,21.095607,81.016609,Low,97,58.75,107.2,Residential,Good,0,0,23.7,Heatwave,701.5,,,
6257,13-12-2024,97,140230,14770.15565,2,316448,Rural,38.7,155.4,94.7,Monsoon,Weekday,Local_Festival,18503.78,447.95,1024.69,5364.75,64.6,29.7,8.5,7.6,3,30,5000,4190.7,2.58,28.167701,94.561421,Low,487,14.64,156.3,Main_Road,Good,1,0,45.4,Landslide,280.46,,,
6258,05-07-2024,70,126497,19572.72984,3,410369,Rural,23.4,119.8,70.2,Monsoon,Weekend,None,16640.26,160.44,1632.49,10605.54,59.6,23.8,19.2,6.1,2,48,3000,5218.8,4.81,20.544888,81.816291,Low,363,27.82,37.2,Highway,Good,1,0,42.2,None,252.99,,,
6259,15-10-2024,7,324996,12616.83932,3,284808,Urban,20.1,22.2,71.4,Monsoon,Weekend,None,44499.23,128.24,1921.92,2090.42,54.2,14,14.3,8.4,4,27,2000,7019.7,2.15,29.196779,93.688034,Medium,322,6.65,7.8,Main_Road,Average,1,1,51.1,Flood,649.99,,,
6260,28-01-2024,19,316483,1520.743511,3,72007,Rural,43.2,282.2,39.1,Winter,Weekday,National_Festival,43259.7,461.75,829.99,3676.52,61.8,15.6,11.9,7.3,5,8,3000,6512.9,4.2,28.752607,83.558932,Low,256,21.41,150.5,Main_Road,Good,0,1,36.5,None,632.97,,,
6261,28-06-2024,44,368230,4302.924981,5,166821,Urban,27.7,78,36.8,Summer,Weekday,None,50870.81,108.11,619.1,4372.36,59,24.4,12.9,8.9,6,41,8000,3870.5,2.58,18.607353,69.565065,Medium,399,59.6,45.1,Residential,Good,0,0,28.7,None,736.46,,,
6262,09-09-2024,63,287716,3641.500476,5,437892,Urban,34.3,169.4,61.7,Summer,Weekday,Local_Festival,39117.82,488.69,69.84,9950.41,41,18.7,7,7.2,2,31,5000,7002.1,3.07,10.351198,83.241697,Medium,79,26.41,112.3,Residential,Average,0,0,50.9,None,575.43,,,
6263,05-05-2024,65,402316,4708.256958,6,421977,Rural,39.3,111.8,75.1,Winter,Weekend,None,55957.79,111.65,221.58,7454.03,57.1,24.9,18,9.3,3,35,8000,3206.4,5.1,24.630356,82.874496,High,280,51.35,92.7,Highway,Average,1,0,10.1,None,804.63,,,
6264,25-06-2024,39,180541,750.2123655,2,366635,Urban,35.6,81.3,46.1,Summer,Weekday,None,24015.73,58.6,2664.64,1082.4,44.7,27.4,8.4,7.1,4,19,5000,2321.8,5.35,35.352537,70.932825,High,295,17.41,38.1,Main_Road,Good,1,1,17.9,Flood,361.08,,,
6265,06-02-2024,83,348205,21538.31717,7,457846,Urban,31.9,158.2,51.3,Winter,Weekday,None,47885.78,198.38,2530.95,14527.87,60.7,12.2,16.5,12.9,2,31,5000,1918.5,2.99,14.940439,85.681392,Low,14,52.6,167.4,Main_Road,Good,1,1,23.9,None,696.41,,,
6266,08-04-2024,26,196933,14223.65834,3,84489,Urban,26.1,206.7,75.5,Summer,Weekday,None,26291.65,450.99,131.85,1731.35,54.7,20.5,16.4,14.7,5,20,3000,1997.6,3.82,11.66666,71.930314,Medium,333,32.23,178.1,Main_Road,Poor,1,1,54.5,None,393.87,,,
6267,07-04-2024,44,23456,9887.175074,5,367945,Rural,42.6,235.7,43.8,Winter,Weekday,None,3020.9,367.02,1677.67,7795.31,47.5,22.5,18.5,7.7,4,14,5000,6491.7,4.5,15.624931,89.461331,Medium,138,26.99,127.5,Residential,Good,1,0,36.8,None,46.91,,,
6268,06-05-2024,12,322947,10539.58235,4,97068,Urban,19,190.2,63.9,Winter,Weekday,None,44197.32,301.3,518.68,2991.96,67.6,24.6,16.7,10,2,1,3000,6869,4.89,23.897995,78.933602,Medium,198,19.48,29.8,Main_Road,Average,0,0,24,Heatwave,645.89,,,
6269,16-06-2024,22,332777,11852.1018,7,165874,Rural,41.5,157.9,65,Summer,Weekend,None,45630.67,352.27,775.54,8690.35,51.3,20,11.9,6.1,4,24,8000,2358.7,5.39,28.934431,75.674692,Medium,67,23.05,136.8,Main_Road,Average,1,1,37.5,None,665.55,,,
6270,20-03-2024,77,211091,2310.14576,7,329678,Urban,36.3,233.2,89.6,Summer,Weekend,None,28254.77,262.48,3206.63,8523.09,64.4,22.6,18,6.9,4,8,3000,4301.1,4.25,35.26843,87.635754,Medium,454,45.72,103.8,Residential,Good,0,0,36.8,None,422.18,,,
6271,20-10-2024,92,41232,7229.302584,4,306826,Urban,32.1,155.2,56.1,Summer,Weekday,None,5330.09,162.32,2343.4,9057.01,65.2,16.8,16,5.8,6,50,5000,7647.5,2.81,9.698772,88.178529,Low,41,51.34,19.2,Residential,Good,0,0,42,Cyclone,82.46,,,
6272,28-11-2024,14,72323,21364.84771,7,234436,Urban,24.7,292.3,43.7,Monsoon,Weekend,None,9411.63,251.02,1226.33,14499.85,50.5,15.7,11.9,12.4,6,35,5000,5276.6,3.52,10.026059,68.839498,Low,261,35.9,172.7,Main_Road,Poor,0,0,33.4,None,144.65,,,
6273,05-05-2024,86,373211,18720.04329,7,215269,Urban,19.4,158,41.3,Monsoon,Weekend,Local_Festival,51610.83,193,3322.99,8606.83,41.8,14.7,12.9,10.8,3,31,3000,2833.7,4.13,13.518726,78.98742,Low,4,43.47,177.3,Main_Road,Average,1,1,14.3,None,746.42,,,
6274,08-12-2024,30,420004,14303.43569,5,247256,Rural,28.3,95.2,49.1,Winter,Weekday,Local_Festival,58618.15,385.17,3270.16,4688.46,47.7,15.9,6.9,8.1,4,35,5000,4948.7,5.33,24.091489,73.809583,High,234,52.58,126.8,Highway,Average,1,0,24.4,None,840.01,,,
6275,05-11-2024,44,497203,12277.24762,4,369231,Urban,38.5,133.9,48.1,Monsoon,Weekday,None,70436.91,87.53,1442.05,692.45,62.9,17.4,19,14.4,3,36,8000,3753.8,5.22,14.240959,81.924048,Medium,141,17.12,161.8,Highway,Good,0,0,35.7,None,994.41,,,
6276,29-05-2024,84,283236,6844.843032,5,83123,Urban,37.4,147,78.8,Monsoon,Weekday,Local_Festival,38470.87,227.68,964.94,6559.13,46.8,19.8,16.4,6.5,4,4,2000,5150.3,4.55,29.343968,88.752027,Medium,262,46.52,178.1,Residential,Good,1,0,35.2,None,566.47,,,
6277,16-01-2024,91,268276,12045.74676,5,314967,Urban,34.4,85,68.6,Summer,Weekday,None,36330.26,57.8,3314.58,12459.12,60.5,29.5,14.2,6.6,4,27,3000,5056.9,3.33,32.612356,82.831264,Low,35,30.71,41.8,Highway,Poor,1,1,38.7,None,536.55,,,
6278,28-01-2024,38,213922,15147.45426,5,189229,Urban,44.8,47.6,74.4,Summer,Weekday,National_Festival,28650.74,26.43,2965.54,3430.18,48.2,24,5.1,5.2,5,28,3000,7082.4,4.32,19.103767,69.10047,High,334,17.5,88.8,Highway,Average,0,0,26,Heatwave,427.84,,,
6279,21-06-2024,59,240253,17959.62981,7,300878,Urban,44.2,129.4,71,Monsoon,Weekday,None,32355.34,120.07,1466.2,13284.25,56.8,16.8,5.9,6.9,6,8,8000,3659,3.81,24.07712,89.791309,Low,133,50.43,68.3,Residential,Poor,0,0,12.6,None,480.51,,,
6280,15-02-2024,42,224190,4582.6846,3,327725,Rural,27,269.1,61.3,Winter,Weekday,None,30098.89,84.72,1292.87,6123.12,63.6,11.6,6.7,8.1,2,2,2000,4676.9,3.68,12.217292,70.361188,Medium,335,7.59,69.5,Highway,Average,0,0,39.6,None,448.38,,,
6281,23-11-2024,52,136024,20421.20158,2,417991,Rural,20.8,76.7,90.3,Monsoon,Weekday,None,17932.07,392.02,2267.82,7477.07,68.2,20.9,10.7,14.6,2,24,5000,5421.8,3.64,36.185008,77.150258,High,289,28.49,29.1,Highway,Good,1,0,24.5,None,272.05,,,
6282,23-08-2024,63,491532,8972.376287,3,209033,Urban,28.9,108.5,83.1,Summer,Weekday,None,69557.21,84.4,2938.58,7916.55,45.5,14.7,5.7,14.5,2,27,2000,1965.4,4.26,8.536556,86.571813,Medium,489,2,12,Residential,Average,1,0,10.3,None,983.06,,,
6283,01-08-2024,61,262075,12829.82304,4,438990,Urban,40.3,227.3,43.7,Winter,Weekday,None,35447.7,337.81,427.19,10123.39,53.3,25.6,7.6,6.1,6,2,3000,1023.7,5.3,10.821475,86.829427,Medium,222,10.42,83,Highway,Good,0,0,51,None,524.15,,,
6284,25-03-2024,34,233844,15393.65576,4,291502,Rural,28.8,24.7,57.5,Winter,Weekend,None,31453.4,253.92,2079.16,5512.97,57.9,12.4,11,11.3,6,30,8000,5794.4,5.5,8.817224,79.810353,Low,469,5.05,137.8,Highway,Average,0,0,34.9,Cyclone,467.69,,,
6285,08-10-2024,39,254596,12458.33133,5,219109,Urban,25.1,247.5,48.7,Monsoon,Weekday,None,34385.93,183.76,1197.06,9801.19,41.7,25.8,11.7,6.8,6,50,2000,7666.1,4.3,32.350595,89.671016,High,498,38.87,20,Residential,Good,1,0,51.2,None,509.19,,,
6286,19-08-2024,41,280212,14512.94415,5,203835,Urban,37.2,216.1,78.5,Monsoon,Weekday,National_Festival,38037.06,35.53,1255.92,501.29,63.2,23,9.9,12.4,4,39,2000,1920.5,4.03,18.810365,93.272609,Low,330,26.82,115.9,Highway,Good,0,0,21.3,None,560.42,,,
6287,25-03-2024,37,445617,3232.324885,3,370679,Urban,34.5,164.9,52.4,Monsoon,Weekday,None,62491.84,211.37,2057.42,1792.6,52.8,14.2,14.5,8.7,3,31,5000,5937.3,4.85,36.845494,88.747722,Low,499,26.87,61.5,Main_Road,Average,1,0,17.4,None,891.23,,,
6288,05-03-2024,65,184598,11087.80865,5,71998,Urban,44.1,62.8,71.6,Summer,Weekday,None,24580.06,286.51,3307.94,13664.32,53.8,19.2,15.3,7.7,2,31,3000,1766.7,2.72,12.884192,95.530391,Medium,421,17.49,133,Residential,Good,1,1,48.9,None,369.2,,,
6289,13-05-2024,79,457174,7371.453038,5,307435,Urban,31.5,27.8,49,Winter,Weekend,None,64249.57,63.26,2163.19,6117.17,69.9,20.9,5.6,6.4,3,12,8000,4585.1,4.27,8.870366,69.609878,High,333,34.59,126.4,Main_Road,Average,0,0,54.1,None,914.35,,,
6290,30-05-2024,32,120729,2607.64077,5,57085,Urban,44,69.5,41.2,Winter,Weekend,None,15863.9,455.27,1780.97,894.86,49.9,10.7,12.3,11.7,5,39,8000,3988.4,3.52,12.812006,77.553732,Low,360,27.2,40.7,Highway,Average,0,0,39.1,None,241.46,,,
6291,24-04-2024,8,81593,5195.406028,2,373652,Rural,23.7,228.4,30.6,Winter,Weekday,Local_Festival,10637.02,59.85,2342.38,1785.66,55.4,11.4,17.2,9.3,6,23,5000,2515.8,4.08,35.247032,94.036076,Low,419,43.38,37.6,Main_Road,Average,0,0,36.8,Flood,163.19,,,
6292,04-03-2024,97,60041,15259.89188,4,490016,Urban,40.9,280,94.7,Monsoon,Weekend,National_Festival,7793.8,416.14,792.07,3853.88,69.7,14.5,18,9.2,3,31,8000,7833.3,5.18,30.13242,86.435631,Medium,367,25.95,135.3,Residential,Good,0,1,35,None,120.08,,,
6293,08-12-2024,18,235230,5318.816865,6,442755,Urban,25.5,221.4,44.3,Summer,Weekday,None,31651.26,392.71,2107.53,700.56,58.7,19.5,5.5,10.1,4,18,3000,6924.5,4.24,29.638238,96.505915,Low,442,28.02,5.2,Main_Road,Average,1,0,51.5,None,470.46,,,
6294,28-12-2024,45,240114,4936.068248,4,132186,Urban,39.3,158.3,84.1,Winter,Weekday,Local_Festival,32335.32,442.92,776.1,9643.29,52.6,23.2,15.8,9.8,3,19,5000,7431.8,5.64,27.766392,80.894533,Low,436,46.98,130.5,Residential,Good,0,0,50.4,Flood,480.23,,,
6295,17-12-2024,93,330516,14044.34559,5,384997,Urban,42.8,285.2,83.4,Monsoon,Weekend,None,45301,57.55,1773.6,7473.35,56.6,19.5,12.6,8.9,3,42,5000,2856.8,3.86,10.759314,70.21271,Low,471,42.16,146.2,Main_Road,Good,0,0,15.4,Flood,661.03,,,
6296,06-06-2024,96,72562,22665.21141,5,407166,Rural,33.7,248.6,45.3,Winter,Weekday,None,9443.12,232.79,2167.45,13149.57,40.7,22,13.1,9.4,2,5,8000,6769.8,5.89,14.160313,85.367338,Low,376,46.3,38.9,Residential,Average,0,0,17.3,None,145.12,,,
6297,17-03-2024,33,359243,19822.97484,5,199336,Rural,36.9,196.8,57,Summer,Weekday,Local_Festival,49522.08,160.69,1491.1,10615.3,52.2,12.1,10.9,12.6,6,19,8000,1401.2,5.13,36.592935,94.112877,High,325,23.13,146.1,Highway,Average,0,0,31.5,Cyclone,718.49,,,
6298,25-05-2024,5,69046,22674.68321,6,395612,Urban,43.8,11.4,84.3,Monsoon,Weekend,Local_Festival,8979.31,344.41,2212.09,3090.43,43.6,16,19.7,14.3,5,13,5000,1116.2,3.87,19.855797,76.723734,Medium,359,54.62,156.3,Main_Road,Good,1,0,54.3,None,138.09,,,
6299,08-12-2024,82,466302,14783.01496,6,345293,Urban,26.3,86.3,74.8,Winter,Weekday,None,65655.14,97.62,3087.34,2867.39,54.3,28.5,17,12.9,2,18,2000,3264.9,5.83,29.276109,68.951659,Medium,473,45.99,77.5,Highway,Average,0,0,9.5,None,932.6,,,
6300,12-08-2024,74,395232,10543.27423,4,215475,Urban,30.3,92.5,54,Winter,Weekday,Local_Festival,54905.79,49.54,196.9,11094.95,49.7,20.4,9.7,8.9,4,32,2000,7646.9,4.83,35.708816,83.100319,Medium,466,32.28,18.6,Main_Road,Poor,0,0,35.5,Cyclone,790.46,,,
6301,08-11-2024,36,363602,18376.21346,3,242885,Rural,41.9,104.2,91.7,Summer,Weekday,None,50177.95,113.31,2996.05,6406.77,60.4,18.6,11.8,6.8,3,21,2000,3560.7,3.19,26.900579,84.071487,Medium,179,38.9,10.7,Residential,Good,0,0,20.6,None,727.2,,,
6302,12-04-2024,97,143161,6903.41869,2,292169,Rural,35.2,116.8,52.3,Summer,Weekday,None,18899.23,496.01,1984.84,8278.47,67.8,26.7,18.3,6.2,3,16,3000,1603.8,3.42,18.402048,87.083196,Medium,410,2.42,49.9,Main_Road,Good,1,0,31.9,None,286.32,,,
6303,12-12-2024,23,283767,2412.321971,6,60476,Urban,41.2,281.8,43.8,Summer,Weekday,None,38550.66,131.23,2509.89,14046.32,47.8,28.7,16.1,14.4,5,49,5000,4425.2,2.09,27.861531,78.847326,Low,430,11.16,175.7,Highway,Average,0,0,32.7,None,567.53,,,
6304,27-10-2024,40,316785,8943.062422,6,487834,Rural,33.5,222.6,39.5,Monsoon,Weekday,None,43303.54,146.87,2795.46,649.17,67.7,29.2,16.7,7.5,5,4,2000,7329.4,3.28,14.370903,73.797624,Low,5,23.49,78.5,Main_Road,Good,1,1,26,None,633.57,,,
6305,28-03-2024,5,279187,7831.299088,6,371860,Urban,37.2,207.6,75.6,Summer,Weekday,None,37890,362.32,568.03,11654.6,41.6,21.2,16.6,12.4,6,40,8000,6606.1,3.94,33.814183,68.722525,Low,117,4.58,102.7,Highway,Good,1,1,50.3,Cyclone,558.37,,,
6306,29-10-2024,34,71572,17050.70373,4,246472,Urban,15.4,128,31.9,Summer,Weekday,None,9312.64,159.31,223.1,3176.83,47.1,26.1,15.4,7.8,5,30,5000,3096.6,2.9,15.62756,80.750357,Medium,172,50.36,130.8,Highway,Good,1,0,44.5,None,143.14,,,
6307,16-06-2024,24,462352,14008.38563,6,450633,Urban,25.2,101.3,85,Winter,Weekend,None,65041.55,266.57,1888.57,12027.43,44.5,27.5,15,8.6,5,4,5000,846.5,4.59,14.137179,84.245339,Low,184,21.68,46,Main_Road,Average,0,0,52.3,Flood,924.7,,,
6308,18-06-2024,17,391362,3887.443109,2,97893,Urban,38.1,35.9,49.8,Summer,Weekend,Local_Festival,54324.31,376.67,1522.52,8303.63,61.5,17.5,9.9,8.9,2,38,8000,6212.7,3.47,36.461329,84.239001,High,182,31.97,145.4,Residential,Good,0,0,27.9,None,782.72,,,
6309,14-05-2024,95,486268,22758.3524,3,317714,Urban,27.1,136,54,Winter,Weekend,Local_Festival,68739.43,170.75,1995.45,5334.16,54.4,25.9,8.2,11.9,6,15,3000,6754.7,4.3,34.392091,90.799469,Medium,293,20.14,35.6,Highway,Good,1,1,33.6,None,972.54,,,
6310,19-02-2024,71,91700,15036.80404,3,88818,Urban,25.9,61.6,82.1,Summer,Weekday,None,11981,183.54,2826.95,7870.93,43.3,18.4,11.9,11.1,5,16,5000,7454.4,2.14,27.145415,72.758079,High,105,39.62,46.1,Main_Road,Good,1,0,31.4,Flood,183.4,,,
6311,05-12-2024,81,62061,11713.26352,2,166639,Urban,43.5,117.3,82.9,Monsoon,Weekday,National_Festival,8059.11,115.53,1448.9,5287.54,66.8,21.3,18.9,13.1,4,9,5000,2851.5,2.59,33.418627,90.383195,Low,451,34.61,41.3,Highway,Good,1,0,30.6,None,124.12,,,
6312,12-12-2024,92,122957,23461.27571,2,338165,Rural,31.6,46.9,56,Winter,Weekday,None,16161.97,376.21,2406.98,664.07,45.8,15.6,10.3,13.6,2,27,3000,1852.7,4.09,29.522737,76.17548,Low,302,3.78,6.3,Residential,Average,0,1,14.9,None,245.91,,,
6313,13-05-2024,22,273266,2883.895296,5,203401,Rural,20.8,103.2,66,Summer,Weekday,None,37041.42,496.49,1505.15,8703.92,46.2,12.4,17.2,12.4,5,16,8000,7592.3,4.69,21.761594,89.984297,Medium,231,50.64,120.4,Residential,Average,0,0,26.1,None,546.53,,,
6314,12-12-2024,15,314490,19845.02698,3,213751,Rural,29.2,12.9,74.1,Winter,Weekday,None,42970.29,35.88,2634.82,9318.86,67.6,28.4,13.6,14.9,5,7,3000,5433.7,4.08,30.009176,70.099941,Medium,93,12,54.4,Main_Road,Poor,0,0,53.7,None,628.98,,,
6315,16-05-2024,15,233394,9434.30489,5,308779,Urban,30.6,1.8,74.8,Winter,Weekday,None,31390.35,206.47,3298.47,5282.68,54.4,25.8,17.3,7.5,5,9,2000,5629.6,4.98,23.526996,73.236442,Low,423,13.94,146.8,Residential,Good,1,0,53.8,Heatwave,466.79,,,
6316,01-09-2024,25,381137,17537.0489,7,361316,Urban,44.7,261,64.7,Monsoon,Weekday,None,52802.61,174.91,848.37,596.99,61.6,13.3,12.1,10.4,6,23,3000,2448.2,3.38,27.266407,71.040323,High,8,36.98,77.7,Highway,Average,1,0,24.8,Heatwave,762.27,,,
6317,18-04-2024,53,414366,23302.77298,6,259200,Urban,36.5,192.4,84.9,Winter,Weekend,National_Festival,57774.78,180.63,269.54,4341.91,56.8,10.4,15.1,13,3,1,5000,2732.5,4.51,30.085712,95.337586,High,412,5.17,41.1,Highway,Average,1,0,47.9,None,828.73,,,
6318,08-11-2024,21,92630,13183.97047,2,143536,Urban,30.6,176.3,84.7,Winter,Weekday,Local_Festival,12104.76,264.49,1700.1,13739.75,67.3,20,6.7,8.5,4,41,3000,2443.1,3.19,34.016647,94.864849,High,129,29.15,144.2,Highway,Good,0,1,29,None,185.26,,,
6319,13-10-2024,66,82228,1054.651174,5,456107,Urban,28,154.1,85.2,Summer,Weekday,National_Festival,10721.8,331.05,1516.59,1577.58,69.8,28.2,10.3,8.5,3,23,3000,3449.4,5.75,16.874209,79.27271,High,262,39.28,151.3,Main_Road,Poor,0,0,15.8,None,164.46,,,
6320,21-01-2024,91,279198,1206.781639,5,294518,Urban,42.5,218,47.4,Summer,Weekday,Local_Festival,37891.87,248.15,854.45,2508.09,42.3,16,7.8,11.1,4,22,8000,2380,2.29,21.877021,85.253736,Medium,446,34.89,134.8,Highway,Good,1,0,27.3,None,558.4,,,
